admin1,macro_region,month,year_month,year,month_number,months_since_war_start,events,fatalities,civilian_targeting_events,violence_against_civilians_events,battles,explosions_remote,strategic_developments,protests_riots,saf_events,rsf_events,distinct_actor_count,unique_locations,unique_admin2,civilian_targeting_events_next_month,target_any_civilian_targeting_next_month,target_high_civilian_targeting_next_month,civilian_actor_events,fatal_event_count,mean_latitude,mean_longitude,events_lag1,fatalities_lag1,civilian_targeting_events_lag1,violence_against_civilians_events_lag1,battles_lag1,explosions_remote_lag1,strategic_developments_lag1,protests_riots_lag1,saf_events_lag1,rsf_events_lag1,civilian_actor_events_lag1,fatal_event_count_lag1,distinct_actor_count_lag1,unique_locations_lag1,unique_admin2_lag1,events_prev3mo,fatalities_prev3mo,civilian_targeting_events_prev3mo,battles_prev3mo,explosions_remote_prev3mo
West Darfur,Darfur,2023-06-01,2023-06,2023,6,2,77,1288,48,46,19,2,10,0,1,64,9,13,3,15.0,1,1,58,38,13.437807792207792,22.41345844155844,61,1144,38,30,12,8,11,0,7,41,48,36,10,5,4,106,1607,50,26,9
West Darfur,Darfur,2023-07-01,2023-07,2023,7,3,28,275,15,15,9,0,4,0,1,23,8,6,3,1.0,1,0,17,17,13.546746428571428,22.553139285714284,77,1288,48,46,19,2,10,0,1,64,58,38,9,13,3,183,2895,98,45,11
West Darfur,Darfur,2023-08-01,2023-08,2023,8,4,6,17,1,1,1,0,4,0,0,5,4,3,2,5.0,1,0,5,2,13.499083333333333,22.460266666666666,28,275,15,15,9,0,4,0,1,23,17,17,8,6,3,166,2707,101,40,10
West Darfur,Darfur,2023-09-01,2023-09,2023,9,5,12,10,5,5,3,0,4,0,2,9,7,5,3,1.0,1,0,6,2,13.708241666666666,22.45165833333333,6,17,1,1,1,0,4,0,0,5,5,2,4,3,2,111,1580,64,29,2
West Darfur,Darfur,2023-10-01,2023-10,2023,10,6,10,4,1,1,1,0,8,0,4,6,5,3,2,15.0,1,1,4,2,13.349219999999999,22.37235,12,10,5,5,3,0,4,0,2,9,6,2,7,5,3,46,302,21,13,0
West Darfur,Darfur,2023-11-01,2023-11,2023,11,7,37,1677,15,15,7,1,14,0,9,31,9,5,3,2.0,1,0,19,13,13.506108108108108,22.503581081081084,10,4,1,1,1,0,8,0,4,6,4,2,5,3,2,28,31,7,5,0
West Darfur,Darfur,2023-12-01,2023-12,2023,12,8,10,4,2,2,0,0,7,1,1,6,10,3,3,0.0,0,0,3,1,13.50409,22.48547,37,1677,15,15,7,1,14,0,9,31,19,13,9,5,3,59,1691,21,11,1
West Darfur,Darfur,2024-01-01,2024-01,2024,1,9,2,0,0,0,0,1,1,0,1,1,4,2,2,2.0,1,0,2,0,13.2821,22.3157,10,4,2,2,0,0,7,1,1,6,3,1,10,3,3,57,1685,18,8,1
West Darfur,Darfur,2024-02-01,2024-02,2024,2,10,8,1,2,2,0,0,6,0,1,6,5,4,4,4.0,1,0,3,1,13.3049,22.584025,2,0,0,0,0,1,1,0,1,1,2,0,4,2,2,49,1681,17,7,2
West Darfur,Darfur,2024-03-01,2024-03,2024,3,11,6,12,4,4,1,0,1,0,0,5,5,6,4,3.0,1,0,5,2,13.094566666666667,22.619583333333335,8,1,2,2,0,0,6,0,1,6,3,1,5,4,4,20,5,4,0,1
West Darfur,Darfur,2024-04-01,2024-04,2024,4,12,3,0,3,3,0,0,0,0,0,2,3,3,2,0.0,0,0,3,0,13.364666666666666,22.781666666666666,6,12,4,4,1,0,1,0,0,5,5,2,5,6,4,16,13,6,1,1
West Darfur,Darfur,2024-05-01,2024-05,2024,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,,3,0,3,3,0,0,0,0,0,2,3,0,3,3,2,17,13,9,1,0
West Darfur,Darfur,2024-06-01,2024-06,2024,6,14,1,0,0,0,0,0,1,0,0,1,2,1,1,0.0,0,0,1,0,13.4413,22.4454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,7,1,0
West Darfur,Darfur,2024-07-01,2024-07,2024,7,15,6,7,0,0,3,1,2,0,2,3,5,3,2,2.0,1,0,0,3,12.931833333333335,22.515500000000003,1,0,0,0,0,0,1,0,0,1,1,0,2,1,1,4,0,3,0,0
West Darfur,Darfur,2024-08-01,2024-08,2024,8,16,8,2,2,1,0,4,3,0,4,3,6,6,3,0.0,0,0,4,2,13.303475,22.4926625,6,7,0,0,3,1,2,0,2,3,0,3,5,3,2,7,7,0,3,1
West Darfur,Darfur,2024-09-01,2024-09,2024,9,17,8,20,0,0,1,0,7,0,2,4,5,5,5,10.0,1,1,1,1,13.761325,22.500075,8,2,2,1,0,4,3,0,4,3,4,2,6,6,3,15,9,2,3,5
West Darfur,Darfur,2024-10-01,2024-10,2024,10,18,39,131,10,8,18,5,8,0,7,29,9,16,6,6.0,1,0,13,13,13.782002564102564,22.47910256410256,8,20,0,0,1,0,7,0,2,4,1,1,5,5,5,22,29,2,4,5
West Darfur,Darfur,2024-11-01,2024-11,2024,11,19,11,3,6,6,1,0,4,0,1,4,5,9,6,6.0,1,0,7,3,13.455136363636363,22.505854545454547,39,131,10,8,18,5,8,0,7,29,13,13,9,16,6,55,153,12,19,9
West Darfur,Darfur,2024-12-01,2024-12,2024,12,20,12,2,6,6,1,0,5,0,1,3,6,7,4,4.0,1,0,10,2,13.458874999999999,22.431583333333332,11,3,6,6,1,0,4,0,1,4,7,3,5,9,6,58,154,16,20,5
West Darfur,Darfur,2025-01-01,2025-01,2025,1,21,7,4,4,4,0,1,2,0,1,4,4,3,3,0.0,0,0,6,3,13.141985714285713,22.517242857142858,12,2,6,6,1,0,5,0,1,3,10,2,6,7,4,62,136,22,20,5
West Darfur,Darfur,2025-02-01,2025-02,2025,2,22,8,13,0,0,2,1,5,0,1,5,6,5,2,8.0,1,0,2,2,13.9720125,22.3765,7,4,4,4,0,1,2,0,1,4,6,3,4,3,3,30,9,16,2,1
West Darfur,Darfur,2025-03-01,2025-03,2025,3,23,11,16,8,8,1,0,2,0,1,7,4,9,4,2.0,1,0,8,8,13.928245454545454,22.525154545454544,8,13,0,0,2,1,5,0,1,5,2,2,6,5,2,27,19,10,3,2
West Darfur,Darfur,2025-04-01,2025-04,2025,4,24,5,0,2,2,0,0,3,0,0,2,5,3,2,,,,2,0,13.668600000000001,22.43172,11,16,8,8,1,0,2,0,1,7,8,8,4,9,4,26,33,12,3,2
West Kordofan,Kordofan,2023-04-01,2023-04,2023,4,0,5,0,0,0,3,0,2,0,3,4,4,2,2,0.0,0,0,1,0,12.18426,28.275980000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Kordofan,Kordofan,2023-05-01,2023-05,2023,5,1,2,34,0,0,2,0,0,0,0,0,2,2,1,0.0,0,0,0,2,11.30685,27.569049999999997,5,0,0,0,3,0,2,0,3,4,1,0,4,2,2,5,0,0,3,0
West Kordofan,Kordofan,2023-06-01,2023-06,2023,6,2,2,0,0,0,0,0,2,0,0,1,3,2,2,4.0,1,0,1,0,11.7431,27.8656,2,34,0,0,2,0,0,0,0,0,0,2,2,2,1,7,34,0,5,0
West Kordofan,Kordofan,2023-07-01,2023-07,2023,7,3,6,0,4,4,1,0,0,1,1,3,6,2,2,3.0,1,0,4,0,12.092366666666669,28.46613333333333,2,0,0,0,0,0,2,0,0,1,1,0,3,2,2,9,34,0,5,0
West Kordofan,Kordofan,2023-08-01,2023-08,2023,8,4,20,90,3,3,7,0,10,0,6,11,10,5,4,4.0,1,0,7,8,12.24568,28.48795,6,0,4,4,1,0,0,1,1,3,4,0,6,2,2,10,34,4,3,0
West Kordofan,Kordofan,2023-09-01,2023-09,2023,9,5,16,20,4,4,7,0,3,2,8,6,10,7,6,3.0,1,0,5,9,11.9602625,28.04908125,20,90,3,3,7,0,10,0,6,11,7,8,10,5,4,28,90,7,8,0
West Kordofan,Kordofan,2023-10-01,2023-10,2023,10,6,14,40,3,3,5,0,4,2,5,6,8,9,6,4.0,1,0,4,6,11.578492857142857,28.45339285714286,16,20,4,4,7,0,3,2,8,6,5,9,10,7,6,42,110,11,15,0
West Kordofan,Kordofan,2023-11-01,2023-11,2023,11,7,40,50,4,3,12,7,16,2,30,20,13,18,11,0.0,0,0,5,9,11.49075,28.250259999999997,14,40,3,3,5,0,4,2,5,6,4,6,8,9,6,50,150,10,19,0
West Kordofan,Kordofan,2023-12-01,2023-12,2023,12,8,8,4,0,0,2,0,6,0,4,3,8,5,5,2.0,1,0,1,2,11.6806125,28.062875,40,50,4,3,12,7,16,2,30,20,5,9,13,18,11,70,110,11,24,7
West Kordofan,Kordofan,2024-01-01,2024-01,2024,1,9,26,126,2,0,12,6,7,1,18,19,11,9,7,2.0,1,0,3,11,11.528907692307692,27.906334615384615,8,4,0,0,2,0,6,0,4,3,1,2,8,5,5,62,94,7,19,7
West Kordofan,Kordofan,2024-02-01,2024-02,2024,2,10,20,19,2,2,11,3,4,0,14,14,6,6,6,5.0,1,0,4,4,11.4657,28.043055,26,126,2,0,12,6,7,1,18,19,3,11,11,9,7,74,180,6,26,13
West Kordofan,Kordofan,2024-03-01,2024-03,2024,3,11,26,91,5,3,14,4,4,1,18,21,7,6,5,9.0,1,1,8,15,11.7461,28.05837692307692,20,19,2,2,11,3,4,0,14,14,4,4,6,6,6,54,149,4,25,9
West Kordofan,Kordofan,2024-04-01,2024-04,2024,4,12,20,36,9,8,6,3,3,0,13,13,6,8,4,6.0,1,0,10,7,11.492865,28.328735,26,91,5,3,14,4,4,1,18,21,8,15,7,6,5,72,236,9,37,13
West Kordofan,Kordofan,2024-05-01,2024-05,2024,5,13,19,60,6,6,6,3,4,0,8,14,6,8,6,4.0,1,0,9,11,11.861805263157896,28.160621052631576,20,36,9,8,6,3,3,0,13,13,10,7,6,8,4,66,146,16,31,10
West Kordofan,Kordofan,2024-06-01,2024-06,2024,6,14,22,32,4,2,9,3,8,0,18,14,9,9,8,4.0,1,0,6,6,11.392736363636363,28.309759090909093,19,60,6,6,6,3,4,0,8,14,9,11,6,8,6,65,187,20,26,10
West Kordofan,Kordofan,2024-07-01,2024-07,2024,7,15,20,114,4,3,7,3,7,0,15,14,6,9,7,1.0,1,0,6,11,11.991265,28.470364999999997,22,32,4,2,9,3,8,0,18,14,6,6,9,9,8,61,128,19,21,9
West Kordofan,Kordofan,2024-08-01,2024-08,2024,8,16,10,52,1,0,3,1,4,2,3,5,7,7,7,4.0,1,0,2,4,11.95542,27.89814,20,114,4,3,7,3,7,0,15,14,6,11,6,9,7,61,206,14,22,9
West Kordofan,Kordofan,2024-09-01,2024-09,2024,9,17,14,15,4,4,1,2,7,0,7,10,5,6,6,6.0,1,0,5,5,12.26617857142857,28.5348,10,52,1,0,3,1,4,2,3,5,2,4,7,7,7,52,198,9,19,7
West Kordofan,Kordofan,2024-10-01,2024-10,2024,10,18,14,72,6,6,3,1,4,0,6,12,5,11,7,0.0,0,0,7,6,12.477835714285714,28.087835714285713,14,15,4,4,1,2,7,0,7,10,5,5,5,6,6,44,181,9,11,6
West Kordofan,Kordofan,2024-11-01,2024-11,2024,11,19,12,24,0,0,7,0,5,0,8,6,7,6,5,4.0,1,0,1,3,11.679575,28.65330833333333,14,72,6,6,3,1,4,0,6,12,7,6,5,11,7,38,139,11,7,4
West Kordofan,Kordofan,2024-12-01,2024-12,2024,12,20,6,17,4,3,2,1,0,0,2,3,6,5,4,0.0,0,0,4,3,11.00465,28.398083333333332,12,24,0,0,7,0,5,0,8,6,1,3,7,6,5,40,111,10,11,3
West Kordofan,Kordofan,2025-01-01,2025-01,2025,1,21,3,0,0,0,1,0,2,0,1,2,3,2,2,3.0,1,0,0,0,12.829866666666668,28.265133333333335,6,17,4,3,2,1,0,0,2,3,4,3,6,5,4,32,113,10,12,2
West Kordofan,Kordofan,2025-02-01,2025-02,2025,2,22,14,20,3,3,7,1,3,0,4,12,6,8,6,2.0,1,0,5,3,12.075528571428572,28.39537142857143,3,0,0,0,1,0,2,0,1,2,0,0,3,2,2,21,41,4,10,1
West Kordofan,Kordofan,2025-03-01,2025-03,2025,3,23,8,24,2,2,2,0,4,0,4,6,5,4,4,6.0,1,0,2,3,12.4234,28.625287500000002,14,20,3,3,7,1,3,0,4,12,5,3,6,8,6,23,37,7,10,2
West Kordofan,Kordofan,2025-04-01,2025-04,2025,4,24,22,130,6,6,6,3,7,0,9,17,6,14,10,,,,7,6,11.710336363636365,28.403877272727275,8,24,2,2,2,0,4,0,4,6,2,3,5,4,4,25,44,5,10,1
White Nile,Central/Nile,2023-04-01,2023-04,2023,4,0,2,0,0,0,1,0,1,0,1,1,3,2,2,0.0,0,0,0,0,13.1731,32.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Nile,Central/Nile,2023-05-01,2023-05,2023,5,1,8,29,0,0,3,0,2,3,0,0,4,3,3,0.0,0,0,0,3,13.3515125,32.6117,2,0,0,0,1,0,1,0,1,1,0,0,3,2,2,2,0,0,1,0
White Nile,Central/Nile,2023-06-01,2023-06,2023,6,2,3,0,0,0,0,0,0,3,0,0,1,1,1,0.0,0,0,0,0,13.1485,32.6675,8,29,0,0,3,0,2,3,0,0,0,3,4,3,3,10,29,0,4,0
White Nile,Central/Nile,2023-07-01,2023-07,2023,7,3,2,0,0,0,0,0,1,1,0,1,2,2,2,1.0,1,0,0,0,13.1731,32.7009,3,0,0,0,0,0,0,3,0,0,0,0,1,1,1,13,29,0,4,0
White Nile,Central/Nile,2023-08-01,2023-08,2023,8,4,12,0,1,1,0,0,10,1,10,1,5,6,5,0.0,0,0,2,0,13.273783333333334,32.58195833333333,2,0,0,0,0,0,1,1,0,1,0,0,2,2,2,13,29,0,3,0
White Nile,Central/Nile,2023-09-01,2023-09,2023,9,5,3,0,0,0,0,0,1,2,1,0,2,2,2,0.0,0,0,0,0,12.840633333333335,32.54516666666667,12,0,1,1,0,0,10,1,10,1,2,0,5,6,5,17,0,1,0,0
White Nile,Central/Nile,2023-10-01,2023-10,2023,10,6,5,0,0,0,0,0,4,1,3,1,4,4,4,1.0,1,0,1,0,13.45738,32.42118,3,0,0,0,0,0,1,2,1,0,0,0,2,2,2,17,0,1,0,0
White Nile,Central/Nile,2023-11-01,2023-11,2023,11,7,9,6,1,1,3,2,3,0,6,4,4,4,3,0.0,0,0,2,3,14.367511111111112,32.467844444444445,5,0,0,0,0,0,4,1,3,1,1,0,4,4,4,20,0,1,0,0
White Nile,Central/Nile,2023-12-01,2023-12,2023,12,8,13,11,0,0,5,0,7,1,9,6,7,6,6,2.0,1,0,5,2,13.798953846153847,32.48931538461538,9,6,1,1,3,2,3,0,6,4,2,3,4,4,3,17,6,1,3,2
White Nile,Central/Nile,2024-01-01,2024-01,2024,1,9,14,9,2,2,1,2,9,0,4,7,9,6,5,2.0,1,0,6,3,14.023857142857143,32.456599999999995,13,11,0,0,5,0,7,1,9,6,5,2,7,6,6,27,17,1,8,2
White Nile,Central/Nile,2024-02-01,2024-02,2024,2,10,3,2,2,2,0,0,1,0,0,3,2,2,2,4.0,1,0,3,1,14.862500000000002,32.32716666666666,14,9,2,2,1,2,9,0,4,7,6,3,9,6,5,36,26,3,9,4
White Nile,Central/Nile,2024-03-01,2024-03,2024,3,11,17,4,4,3,2,7,5,0,9,14,5,10,5,2.0,1,0,9,3,14.275623529411764,32.30595294117647,3,2,2,2,0,0,1,0,0,3,3,1,2,2,2,30,22,4,6,2
White Nile,Central/Nile,2024-04-01,2024-04,2024,4,12,7,1,2,2,0,1,4,0,2,4,5,6,3,2.0,1,0,3,1,14.31857142857143,32.443985714285716,17,4,4,3,2,7,5,0,9,14,9,3,5,10,5,34,15,8,3,9
White Nile,Central/Nile,2024-05-01,2024-05,2024,5,13,17,13,2,2,10,0,3,2,10,14,5,11,4,3.0,1,0,2,7,14.146241176470587,32.33789411764706,7,1,2,2,0,1,4,0,2,4,3,1,5,6,3,27,7,8,2,8
White Nile,Central/Nile,2024-06-01,2024-06,2024,6,14,19,36,3,1,5,9,4,0,15,14,5,8,6,7.0,1,0,4,7,14.177073684210526,32.40330526315789,17,13,2,2,10,0,3,2,10,14,2,7,5,11,4,41,18,8,12,8
White Nile,Central/Nile,2024-07-01,2024-07,2024,7,15,21,49,7,7,5,2,7,0,13,13,7,8,6,15.0,1,1,9,11,13.347580952380952,32.460676190476185,19,36,3,1,5,9,4,0,15,14,4,7,5,8,6,43,50,7,15,10
White Nile,Central/Nile,2024-08-01,2024-08,2024,8,16,37,9,15,15,2,3,15,2,9,32,6,21,4,3.0,1,0,23,7,14.288448648648648,32.34976756756757,21,49,7,7,5,2,7,0,13,13,9,11,7,8,6,57,98,12,20,11
White Nile,Central/Nile,2024-09-01,2024-09,2024,9,17,6,3,3,3,0,0,3,0,3,3,5,5,3,5.0,1,0,4,3,13.801716666666666,32.562466666666666,37,9,15,15,2,3,15,2,9,32,23,7,6,21,4,77,94,25,12,14
White Nile,Central/Nile,2024-10-01,2024-10,2024,10,18,11,21,5,5,2,0,4,0,3,10,4,8,6,8.0,1,0,6,4,13.967654545454547,32.30234545454545,6,3,3,3,0,0,3,0,3,3,4,3,5,5,3,64,61,25,7,5
White Nile,Central/Nile,2024-11-01,2024-11,2024,11,19,14,19,8,8,1,2,3,0,4,12,3,9,3,13.0,1,1,9,4,14.251142857142856,32.224778571428565,11,21,5,5,2,0,4,0,3,10,6,4,4,8,6,54,33,23,4,3
White Nile,Central/Nile,2024-12-01,2024-12,2024,12,20,45,73,13,13,8,8,16,0,23,39,6,24,7,9.0,1,1,14,16,13.718971111111111,32.426164444444446,14,19,8,8,1,2,3,0,4,12,9,4,3,9,3,31,43,16,3,2
White Nile,Central/Nile,2025-01-01,2025-01,2025,1,21,21,54,9,8,4,3,6,0,9,20,4,14,6,47.0,1,1,12,6,14.126147619047618,32.30286666666667,45,73,13,13,8,8,16,0,23,39,14,16,6,24,7,70,113,26,11,10
White Nile,Central/Nile,2025-02-01,2025-02,2025,2,22,94,299,47,45,16,8,24,1,40,86,9,45,7,8.0,1,0,49,28,14.471840425531916,32.31830744680851,21,54,9,8,4,3,6,0,9,20,12,6,4,14,6,80,146,30,13,13
White Nile,Central/Nile,2025-03-01,2025-03,2025,3,23,18,13,8,8,5,1,4,0,6,15,4,16,6,5.0,1,0,10,4,13.90691111111111,32.44029444444445,94,299,47,45,16,8,24,1,40,86,49,28,9,45,7,160,426,69,28,19
White Nile,Central/Nile,2025-04-01,2025-04,2025,4,24,13,54,5,5,3,4,1,0,7,11,4,9,3,,,,6,6,14.481153846153846,32.080623076923075,18,13,8,8,5,1,4,0,6,15,10,4,4,16,6,133,366,64,25,12
